Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model
Mumbai,75000,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,1.15,14,Chevrolet,AveoU-VA
Kochi,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.8,6,Maruti,CiazZXi
Hyderabad,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,10,Hyundai,i201.4
Kochi,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.56,4,Honda,Jazz1.2
Coimbatore,57847,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.08,5,Mahindra,XUV500W10
Bangalore,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5,10,Hyundai,i201.2
Chennai,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.0,10,Hyundai,Verna1.6
Delhi,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.2,11,Hyundai,i10Era
Bangalore,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.0,8,Maruti,CelerioVXI
Kolkata,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2.51,10,Skoda,Fabia1.2
Delhi,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.75,7,Maruti,SwiftVDI
Pune,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,2.0,14,Hyundai,i10Magna(O)
Jaipur,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1,12,Hyundai,i10Magna
Mumbai,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,6.25,9,Ford,Ecosport1.5
Kochi,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,10.6,11,Mercedes-Benz,E-Class2009-2013
Ahmedabad,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.0,5,Maruti,SwiftVDI
Jaipur,12000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.45,18,Maruti,800Std
Pune,54898,Petrol,Manual,Third,16.1,1298.0,88.2,5.0,2.5,12,Maruti,SwiftLxi
Mumbai,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.75,4,Hyundai,Creta1.6
Kochi,32838,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,30.29,5,BMW,X1M
Hyderabad,27076,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.6,16,Ford,Ikon1.3
Kochi,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.54,5,Ford,Ecosport1.5
Kochi,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.84,7,Maruti,CiazVXi
Kolkata,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,6.0,10,Volkswagen,PassatDiesel
Pune,27000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.0,5,Honda,Jazz1.5
Coimbatore,68193,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,24.74,6,Audi,A435
Kochi,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,5,Hyundai,Grandi10
Delhi,46000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,36.0,9,Mercedes-Benz,GL-Class2007
Coimbatore,80544,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.79,9,Toyota,Innova2.5
Jaipur,42000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,3.0,11,Nissan,Sunny2011-2014
Bangalore,94821,Diesel,Automatic,Second,20.0,1968.0,138.1,5.0,6.75,11,Skoda,LauraAmbiente
Jaipur,100000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.4,16,Chevrolet,Aveo1.4
Mumbai,57000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.75,8,Honda,MobilioV
Hyderabad,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.4,12,Maruti,RitzVDi
Coimbatore,44748,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.89,11,Volkswagen,PoloPetrol
Mumbai,31000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,4.95,9,Nissan,TerranoXL
Coimbatore,60587,Petrol,Automatic,Second,16.98,998.0,66.1,5.0,3.49,9,Maruti,A-StarAT
Pune,32000,Diesel,Manual,First,23.59,1364.0,67.08,5.0,3.85,11,Toyota,EtiosLiva
Pune,43772,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.35,8,Honda,City1.5
Coimbatore,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.08,5,Hyundai,Grandi10
Hyderabad,4000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,38.0,5,Jaguar,XE2.0L
Kolkata,62000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.25,10,Mahindra,ScorpioVLX
Mumbai,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.15,11,Mercedes-Benz,NewC-Class
Delhi,80000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.75,8,Skoda,SuperbElegance
Pune,137008,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,4.65,10,Chevrolet,CruzeLTZ
Delhi,61001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.75,12,Mahindra,ScorpioVLX
Coimbatore,52191,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.78,7,Hyundai,Verna1.6
Hyderabad,77076,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6.75,6,Hyundai,i201.4
Hyderabad,56000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,2.99,14,Honda,CityZX
Kolkata,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35,9,Hyundai,i10Magna
Delhi,89429,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.65,9,Honda,AmazeS
Delhi,45631,Petrol,Manual,Second,22.5,998.0,67.04,5.0,2.74,10,Maruti,WagonR
Jaipur,53959,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.5,9,Honda,BrioS
Kochi,55804,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.76,8,Hyundai,i201.2
Kochi,25899,Petrol,Manual,First,15.04,1598.0,103.2,5.0,6.2,6,Volkswagen,Vento2013-2015
Pune,82000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,2.35,14,Skoda,OctaviaRider
Mumbai,52000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,24.5,8,Mercedes-Benz,E-Class2015-2017
Pune,20000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,6.0,9,Renault,DusterPetrol
Hyderabad,31829,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65,5,Hyundai,EONSportz
Coimbatore,18094,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.26,6,Maruti,SwiftVXI
Jaipur,80000,Diesel,Manual,Second,19.5,1461.0,63.1,5.0,2.1,11,Nissan,MicraDiesel
Mumbai,11964,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,32.95,7,Audi,Q53.0
Coimbatore,22684,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.8,4,Hyundai,i201.2
Bangalore,43521,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25,8,Honda,BrioS
Kochi,49386,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.86,8,Maruti,SwiftDzire
Delhi,12248,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.9,5,Hyundai,Grandi10
Coimbatore,67771,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7.06,8,Mahindra,XyloE8
Delhi,60007,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,4.5,7,Volkswagen,PoloGTI
Coimbatore,48624,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.22,11,Maruti,AltoK10
Kolkata,30000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25,8,Volkswagen,PoloDiesel
Delhi,81605,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.53,6,Hyundai,Grandi10
Coimbatore,32642,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,34.78,5,Mercedes-Benz,NewC-Class
Pune,34200,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,6.5,8,Hyundai,Verna1.6
Chennai,72204,Petrol,Manual,First,15.7,1172.0,67.0,5.0,2.25,12,Fiat,PuntoEVO
Pune,156347,Diesel,Manual,Second,12.99,2494.0,100.0,8.0,8.0,11,Toyota,Innova2.5
Kochi,47357,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,8.37,5,Mahindra,TUV300
Coimbatore,61738,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.39,7,Volkswagen,Polo1.5
Kochi,32586,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,37.3,4,BMW,5Series
Coimbatore,40129,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,70.8,4,Mercedes-Benz,GLE350d
Mumbai,51000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,22.25,10,Mercedes-Benz,M-ClassML
Kochi,10393,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.03,4,Hyundai,Grandi10
Mumbai,46000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.9,11,Skoda,SuperbElegance
Chennai,21000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.96,9,Hyundai,i10Sportz
Hyderabad,113562,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.6,11,Hyundai,i201.4
Mumbai,100010,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5.5,11,Mahindra,ScorpioVLX
Mumbai,63107,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,9,Honda,BrioV
Jaipur,58500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.25,5,Hyundai,i201.2
Pune,90000,Diesel,Manual,Fourth & Above,10.9,2499.0,143.0,7.0,3.0,15,Ford,Endeavour4x2
Chennai,108242,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.25,11,Hyundai,VernaCRDi
Pune,146300,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12.25,11,Toyota,Fortuner3.0
Pune,62943,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,10.95,11,BMW,X1sDrive20d
Delhi,65000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5,9,Toyota,Fortuner4x2
Pune,1700,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,7.8,4,Honda,AmazeV
Kochi,34697,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.7,9,Hyundai,i10Era
Hyderabad,58000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0,10,Hyundai,i201.2
Mumbai,32500,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,26.75,7,BMW,3Series
Coimbatore,58661,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,28.03,6,Audi,Q335
Kochi,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.44,5,Maruti,SwiftVXI
Delhi,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.2,5,Maruti,BalenoDelta
Kolkata,45200,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.9,17,Hyundai,AccentGLE
Mumbai,11000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.95,6,Maruti,RitzLXi
Pune,65000,Petrol,Manual,Second,26.0,624.0,35.0,4.0,0.44,11,Tata,NanoLx
Ahmedabad,55005,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.75,10,Ford,FigoDiesel
Hyderabad,81650,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,7.5,11,Volkswagen,PassatDiesel
Chennai,160000,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,2.5,12,Fiat,LineaEmotion
Hyderabad,169000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,5.0,7,Mahindra,XyloD4
Hyderabad,67263,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.6,9,Maruti,WagonR
Kochi,44223,Petrol,Manual,First,17.6,1496.0,88.7,5.0,3.99,10,Toyota,EtiosG
Coimbatore,36840,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.64,7,Hyundai,Grandi10
Pune,160000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.0,8,Toyota,Innova2.5
Kolkata,133000,Diesel,Manual,First,16.8,1405.0,62.0,5.0,0.7,14,Tata,IndicaV2
Mumbai,69123,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.0,7,BMW,3Series
Delhi,38000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,30.48,5,Ford,Endeavour3.2
Mumbai,5500,Petrol,Manual,First,21.56,1462.0,103.25,5.0,8.2,5,Maruti,CiazZeta
Kolkata,1001,Diesel,Manual,First,25.83,1498.0,99.0,5.0,7.55,7,Ford,Figo1.5D
Pune,59000,Petrol,Manual,Third,15.26,1150.0,74.9,5.0,0.99,15,Chevrolet,AveoU-VA
Delhi,78256,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.15,11,Honda,City1.5
Chennai,90000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,6.2,6,Nissan,SunnyXL
Kolkata,18000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.4,6,Maruti,SwiftDzire
Kolkata,60000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.1,10,Ford,FigoDiesel
Jaipur,130000,Diesel,Manual,First,20.3,1248.0,75.0,5.0,2.2,11,Fiat,GrandePunto
Coimbatore,32851,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.34,4,Hyundai,Elitei20
Kolkata,32000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,8,Maruti,SwiftDzire
Hyderabad,62700,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.8,8,Ford,Ecosport1.5
Jaipur,71000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.3,12,Maruti,SwiftDzire
Kochi,19947,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.04,6,Hyundai,Grandi10
Hyderabad,91000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,9.2,10,Ford,Endeavour3.0L
Hyderabad,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5.7,8,Volkswagen,PoloDiesel
Kochi,55594,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.48,4,Mahindra,TUV300
Hyderabad,58000,Diesel,Automatic,First,11.2,2993.0,306.0,4.0,48.0,9,BMW,X6xDrive
Hyderabad,110224,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.1,10,Renault,Duster110PS
Ahmedabad,21002,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.75,12,Maruti,WagonR
Pune,121000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.0,5,Maruti,ErtigaSHVS
Jaipur,73513,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.85,12,Maruti,AltoLXi
Jaipur,34000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.85,7,Maruti,WagonR
Coimbatore,28371,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.74,5,Maruti,Eeco7
Kochi,74755,Diesel,Manual,First,19.6,1461.0,108.45,5.0,5.63,9,Renault,Duster110PS
Kochi,25805,Petrol,Manual,First,18.2,1061.0,64.0,5.0,2.62,11,Maruti,ZenEstilo
Kochi,82603,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.9,7,Renault,DusterPetrol
Chennai,110000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.65,16,Honda,Civic2006-2010
Delhi,88000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,5.99,10,Mahindra,XUV500W8
Chennai,110000,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,2.4,11,Mahindra,Verito1.5
Delhi,15000,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.25,5,Renault,KWIDClimber
Mumbai,70000,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,40.0,9,Porsche,CayenneDiesel
Pune,150000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,2.7,14,Maruti,SwiftDDiS
Hyderabad,19000,Petrol,Manual,First,20.63,1198.0,67.0,5.0,2.99,6,Datsun,GOT
Chennai,37442,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.4,11,Hyundai,i201.2
Coimbatore,63111,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,30.8,6,BMW,5Series
Mumbai,88000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.85,10,Maruti,ErtigaZDI
Jaipur,42355,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.0,8,Hyundai,Grandi10
Coimbatore,75871,Petrol,Automatic,First,9.43,2996.0,254.0,5.0,14.12,11,BMW,3Series
Mumbai,65000,Diesel,Manual,First,17.9,1998.0,163.7,5.0,4.55,11,Chevrolet,CruzeLTZ
Pune,69000,Diesel,Automatic,First,18.236512961941532,2987.0,165.0,5.0,38.0,7,Mercedes-Benz,M-ClassML
Jaipur,79232,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2.9,11,Maruti,RitzLDi
Pune,220000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,6.0,15,Mercedes-Benz,NewC-Class
Kochi,28470,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95,6,Hyundai,i201.2
Kolkata,9759,Petrol,Manual,First,20.3,998.0,68.05,5.0,2.75,8,Hyundai,EON1.0
Pune,75216,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.1,8,Maruti,SwiftVDI
Chennai,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.75,5,Hyundai,i20Sportz
Mumbai,59451,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.69,8,Maruti,RitzZXi
Hyderabad,53996,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.45,9,Maruti,SwiftVDI
Kochi,15135,Petrol,Manual,First,17.5,1199.0,88.7,5.0,9.29,4,Honda,WRVi-VTEC
Chennai,53000,Petrol,Automatic,Second,16.9,1197.0,81.86,5.0,4.0,7,Hyundai,Xcent1.2
Kolkata,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2.9,9,Honda,AmazeE
Pune,21107,Petrol,Manual,First,17.1,1591.0,121.3,5.0,5.25,9,Hyundai,Verna1.6
Mumbai,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,5.75,8,Honda,CityV
Coimbatore,19623,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.12,5,Hyundai,Creta1.6
Kochi,70963,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.83,8,Mahindra,XUV500W8
Mumbai,25755,CNG,Manual,First,37.24,998.0,58.16,5.0,3.15,9,Maruti,WagonR
Mumbai,51450,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.4,9,Toyota,Innova2.5
Pune,75000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.35,10,Maruti,SwiftVDI
Coimbatore,37832,Petrol,Automatic,First,22.5,998.0,67.0,5.0,5.23,5,Maruti,WagonR
Coimbatore,43041,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.01,6,Hyundai,Grandi10
Hyderabad,97236,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.4,8,Honda,AmazeVX
Chennai,83000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,12.75,12,BMW,3Series
Delhi,65000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.4,11,Ford,FigoPetrol
Kochi,46007,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.71,4,Volkswagen,Ameo1.2
Kochi,65925,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,5.49,7,Ford,Ecosport1.5
Pune,73500,Petrol,Manual,Second,13.0,1343.0,90.0,5.0,1.3,18,Honda,City1.3
Kolkata,55000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.5,8,Mahindra,XUV500W6
Delhi,115000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,12.99,10,Toyota,Fortuner4x2
Kolkata,31184,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.0,5,Hyundai,Grandi10
Pune,41747,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.0,5,Maruti,DzireAMT
Kochi,38143,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.22,6,Maruti,SwiftVDI
Pune,19030,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.8,10,Volkswagen,PoloPetrol
Coimbatore,20877,Petrol,Manual,First,18.16,1197.0,78.9,5.0,7.27,3,Toyota,EtiosLiva
Mumbai,23555,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.1,6,Maruti,SwiftVXI
Bangalore,29000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29.0,9,Mercedes-Benz,E-Class2009-2013
Pune,61000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.9,9,Maruti,WagonR
Kochi,4187,Petrol,Manual,First,26.0,624.0,35.0,4.0,1.38,10,Tata,NanoLx
Bangalore,46000,Petrol,Manual,First,13.4,1798.0,157.8,5.0,5.5,11,Skoda,Laura1.8
Mumbai,28000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.25,6,Volkswagen,PoloGT
Coimbatore,83558,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.98,8,Hyundai,Verna1.6
Hyderabad,40000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25,5,Tata,BoltQuadrajet
Kolkata,36000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.95,9,Hyundai,EOND
Bangalore,21000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,24.5,8,Audi,A42.0
Kochi,62162,Diesel,Manual,First,12.99,2494.0,100.0,7.0,8.31,9,Toyota,Innova2.5
Hyderabad,83000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,36.0,10,Mercedes-Benz,M-ClassML
Pune,58000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.5,7,Hyundai,Xcent1.1
Kochi,62332,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,5.89,11,Honda,Accord2.4
Kochi,50867,Diesel,Manual,First,20.34,1498.0,103.2,5.0,7.95,6,Volkswagen,Vento1.5
Mumbai,73000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.75,12,Hyundai,i20Sportz
Jaipur,98008,Diesel,Manual,First,22.7,1582.0,126.24,5.0,6.25,10,Hyundai,ElantraCRDi
Hyderabad,36000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.95,7,Ford,FigoDiesel
Kochi,27339,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.27,3,Hyundai,i201.2
Kolkata,25000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,8.65,5,Hyundai,Verna1.6
Kolkata,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.5,8,Hyundai,Grandi10
Hyderabad,56000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,35.0,7,Audi,Q52.0
Kolkata,27000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.45,7,Maruti,SwiftDzire
Kolkata,37000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.65,10,Hyundai,i20Magna
Kolkata,10500,Diesel,Manual,First,25.32,1198.0,77.0,5.0,4.7,5,Mahindra,KUV100
Ahmedabad,49000,Diesel,Automatic,First,18.23,1582.0,126.2,5.0,8.9,8,Hyundai,Elantra1.6
Mumbai,7000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,17.45,5,Jeep,Compass2.0
Coimbatore,71256,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.58,5,Maruti,VitaraBrezza
Kochi,83184,Petrol,Manual,First,14.28,1798.0,138.03,5.0,6.22,10,Toyota,CorollaAltis
Kolkata,87284,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.8,9,Mahindra,XUV500W8
Mumbai,7000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,27.75,6,BMW,X1xDrive
Pune,29000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,7.0,7,Hyundai,i20Magna
Coimbatore,33552,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,64.87,5,Mercedes-Benz,GLE350d
Bangalore,64000,Diesel,Manual,Second,17.3,1998.0,163.7,5.0,6.5,9,Chevrolet,CruzeLTZ
Jaipur,82000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.7,11,Hyundai,i201.2
Mumbai,70000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,2.5,10,Honda,BrioS
Hyderabad,166194,Diesel,Manual,First,19.3,1461.0,84.8,7.0,3.9,9,Nissan,Evalia2013
Delhi,58000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.95,7,Volkswagen,PoloPetrol
Chennai,77000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1,12,Hyundai,i10Sportz
Pune,73204,Diesel,Automatic,Third,18.1,1991.0,147.9,4.0,3.5,13,Chevrolet,CruzeLTZ
Hyderabad,70000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.0,15,Hyundai,i10Era
Delhi,79870,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.35,8,Maruti,ErtigaVDI
Delhi,90000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.8,9,Honda,AmazeS
Mumbai,17000,Petrol,Automatic,First,15.5,1595.0,122.0,5.0,17.25,6,Mercedes-Benz,AClass
Kochi,46493,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.53,4,Hyundai,Grandi10
Pune,68000,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,1.95,13,Hyundai,i10Sportz
Hyderabad,2000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.2,5,Maruti,SwiftDDiS
Pune,140000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,0.9,23,Honda,City1.3
Pune,255000,Diesel,Manual,Third,12.99,2494.0,100.6,7.0,6.5,9,Toyota,Innova2.5
Coimbatore,45535,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,19.41,8,Mini,CooperCountryman
Coimbatore,39228,Petrol,Manual,First,15.7,1368.0,112.4,5.0,6.58,6,Fiat,LineaT-Jet
Mumbai,57000,Petrol,Manual,Second,14.49,1399.0,92.7,5.0,2.1,11,Chevrolet,Aveo1.4
Chennai,85445,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.0,14,Hyundai,i10Era
Delhi,54000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.7,7,Hyundai,Xcent1.1
Mumbai,53000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.8,8,Maruti,CelerioVXI
Jaipur,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.25,8,Hyundai,i10Sportz
Coimbatore,65668,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.53,7,Renault,Duster85PS
Ahmedabad,100000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,10.9,11,BMW,3Series
Kolkata,1800,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.1,4,Hyundai,Grandi10
Hyderabad,96000,Petrol,Manual,Second,18.236512961941532,999.0,112.3128981777716,5.0,2.2,15,Hyundai,SantroDX
Pune,44200,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.6,13,Chevrolet,Spark1.0
Ahmedabad,14000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.25,4,Honda,Cityi
Chennai,720000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.9,9,Volkswagen,VentoDiesel
Delhi,73000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,14.4,10,Toyota,Fortuner4x2
