age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
26-39,male,majority,10-19y,none,working class,0.3448138443032327,True,before 2015,False,True,14000.0,sedan,2,0,1,False
40-64,female,majority,10-19y,university,upper class,0.5520183886629846,True,after 2015,False,False,13000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,high school,working class,0.4252811553799311,False,after 2015,True,True,14000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,none,working class,0.5951810837458443,False,before 2015,True,True,12000.0,sedan,2,0,0,False
40-64,male,majority,0-9y,high school,middle class,0.6004551641841693,True,before 2015,True,False,12000.0,sedan,0,0,0,True
65+,male,minority,30y+,university,upper class,0.6830716682406902,True,before 2015,True,True,6000.0,sedan,8,0,4,False
16-25,female,minority,0-9y,none,working class,0.5934441402402558,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
16-25,male,majority,0-9y,high school,poverty,0.34833133094379204,True,before 2015,False,False,13000.0,sedan,0,0,0,True
40-64,female,majority,0-9y,none,poverty,0.4112607340361535,False,before 2015,True,True,11000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,middle class,0.4862485671686249,True,before 2015,False,False,9000.0,sedan,1,0,0,False
40-64,male,majority,10-19y,university,upper class,0.6631350934617573,True,before 2015,True,False,12000.0,sedan,1,1,2,False
40-64,female,majority,20-29y,university,upper class,0.613826977680089,False,before 2015,True,True,11697.003206900365,sedan,1,0,2,False
65+,male,majority,30y+,high school,middle class,0.410211832996772,True,before 2015,True,True,11697.003206900365,sedan,1,1,8,False
16-25,male,majority,0-9y,high school,poverty,0.34833133094379204,True,before 2015,False,True,10000.0,sedan,0,0,0,True
16-25,male,majority,0-9y,university,middle class,0.54128087074694,False,before 2015,True,True,14000.0,sports car,0,0,0,True
40-64,male,majority,20-29y,high school,upper class,0.8259127336694695,True,after 2015,True,True,10000.0,sedan,2,1,0,False
26-39,female,majority,0-9y,university,upper class,0.613826977680089,True,before 2015,True,True,11000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,university,working class,0.4327990376137225,True,before 2015,False,True,13000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,none,middle class,0.6531346805952563,False,before 2015,True,False,10000.0,sedan,0,0,0,True
65+,female,majority,20-29y,university,upper class,0.6585698019422619,True,before 2015,True,True,12000.0,sedan,0,0,3,False
40-64,female,majority,20-29y,none,working class,0.3776521180272241,True,before 2015,False,True,11000.0,sedan,0,0,2,False
40-64,female,majority,20-29y,none,middle class,0.5236585383213973,True,before 2015,True,True,11697.003206900365,sedan,2,0,2,False
26-39,female,majority,10-19y,high school,poverty,0.34833133094379204,False,before 2015,False,False,13000.0,sedan,2,0,0,False
40-64,female,majority,20-29y,university,upper class,0.6114283704412116,True,after 2015,True,True,13000.0,sedan,2,1,1,False
40-64,male,majority,20-29y,high school,middle class,0.5300029601626921,False,before 2015,True,True,8000.0,sedan,9,1,1,False
16-25,female,majority,0-9y,university,middle class,0.6658044484751473,True,after 2015,False,False,11000.0,sedan,0,0,0,False
65+,female,majority,10-19y,high school,upper class,0.6764470887101591,True,after 2015,False,True,11000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,university,middle class,0.5418672821303814,False,before 2015,True,False,6000.0,sedan,3,2,1,False
26-39,female,majority,10-19y,high school,middle class,0.4543913057133936,True,before 2015,True,True,11697.003206900365,sedan,1,2,1,False
40-64,male,majority,20-29y,high school,working class,0.5773390893127768,True,before 2015,True,True,11000.0,sedan,2,0,2,False
40-64,male,majority,20-29y,high school,upper class,0.6754294019276363,True,after 2015,True,True,8000.0,sedan,1,2,5,False
26-39,female,majority,10-19y,university,upper class,0.6175130394101569,True,after 2015,False,False,14000.0,sedan,0,0,0,True
40-64,male,majority,10-19y,high school,upper class,0.5749994535452866,False,before 2015,False,True,11000.0,sports car,1,1,1,True
26-39,female,majority,0-9y,high school,upper class,0.6238790577275641,True,after 2015,True,True,16000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,university,upper class,0.7955568213583091,True,before 2015,False,False,17000.0,sedan,0,0,1,True
40-64,female,minority,10-19y,high school,middle class,0.5926096840740965,False,before 2015,True,True,13000.0,sedan,0,0,0,False
40-64,female,majority,0-9y,university,upper class,0.4720291922931867,True,after 2015,True,True,9000.0,sedan,0,0,0,True
65+,female,majority,30y+,high school,upper class,0.6288764873080216,True,before 2015,True,True,7000.0,sedan,2,1,3,False
26-39,female,majority,10-19y,high school,poverty,0.4964996457402483,True,before 2015,False,True,11000.0,sedan,1,0,1,True
65+,female,majority,30y+,high school,upper class,0.6542716199084817,True,after 2015,True,True,9000.0,sedan,2,0,1,False
65+,male,minority,10-19y,university,upper class,0.5411171526670346,False,after 2015,True,True,7000.0,sedan,2,0,4,True
40-64,male,majority,20-29y,university,upper class,0.6711526308625162,True,before 2015,True,True,13000.0,sedan,2,1,2,False
26-39,male,majority,10-19y,university,working class,0.43192928411686055,True,before 2015,False,True,11697.003206900365,sedan,0,1,1,False
26-39,female,majority,10-19y,none,middle class,0.5836264756827344,True,before 2015,False,True,11000.0,sedan,0,0,1,False
65+,male,majority,30y+,university,upper class,0.6349648687817423,True,after 2015,True,True,14000.0,sedan,5,2,2,False
16-25,male,majority,0-9y,high school,poverty,0.2887835942837985,False,before 2015,False,False,15000.0,sedan,0,0,0,True
40-64,male,majority,10-19y,high school,upper class,0.5464771405777197,True,before 2015,True,True,9000.0,sedan,1,0,0,False
40-64,male,majority,20-29y,university,upper class,0.6018770408109756,True,before 2015,True,True,11697.003206900365,sedan,4,0,0,False
16-25,male,majority,0-9y,none,poverty,0.2469505160422721,False,before 2015,False,True,9000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,high school,middle class,0.6650377664996788,True,after 2015,True,True,16000.0,sedan,2,1,0,False
40-64,female,majority,10-19y,none,working class,0.4253726168466054,False,after 2015,True,True,9000.0,sports car,2,0,1,False
16-25,male,minority,0-9y,none,poverty,0.3360517759929724,True,before 2015,True,True,12000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,working class,0.3928280180316749,True,before 2015,False,False,16000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,middle class,0.4993148108076061,True,after 2015,False,False,17000.0,sedan,0,0,1,False
65+,male,majority,30y+,high school,upper class,0.6773942647724964,True,before 2015,False,True,14000.0,sedan,3,1,4,True
26-39,male,majority,0-9y,none,working class,0.3599178912483734,True,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
26-39,male,majority,10-19y,university,middle class,0.3730878422592478,False,before 2015,True,True,11000.0,sedan,0,1,2,True
40-64,female,majority,20-29y,high school,middle class,0.6154684595384661,True,after 2015,True,True,11000.0,sedan,4,0,1,False
16-25,male,majority,0-9y,none,working class,0.3976377563353084,False,before 2015,True,True,10000.0,sedan,0,0,0,True
40-64,female,majority,10-19y,high school,upper class,0.6770587526543413,False,before 2015,True,True,7000.0,sedan,1,0,3,False
65+,female,majority,30y+,university,upper class,0.4681964499145391,True,after 2015,True,True,7000.0,sedan,7,0,2,False
65+,female,majority,20-29y,university,upper class,0.6119055041598039,True,before 2015,True,True,13000.0,sedan,1,0,3,False
65+,female,minority,30y+,high school,upper class,0.6977579641522408,True,after 2015,True,True,13000.0,sedan,2,1,1,False
26-39,female,majority,10-19y,none,working class,0.5969627792495601,True,after 2015,True,False,11000.0,sedan,2,0,1,False
40-64,female,minority,20-29y,university,upper class,0.5599157372912646,True,after 2015,True,False,17000.0,sedan,1,1,0,False
40-64,female,minority,20-29y,university,middle class,0.6003341486734926,False,before 2015,False,True,14000.0,sedan,1,0,3,False
26-39,female,majority,10-19y,high school,poverty,0.2902069116355317,False,before 2015,False,False,16000.0,sports car,1,0,0,True
40-64,female,majority,20-29y,high school,working class,0.5468430438250886,False,before 2015,False,True,9000.0,sedan,3,0,2,False
40-64,female,majority,10-19y,none,working class,0.4994842253450598,False,before 2015,False,True,13000.0,sedan,0,0,0,False
40-64,female,minority,20-29y,high school,upper class,0.6128967758260766,True,after 2015,True,True,13000.0,sedan,0,0,0,False
40-64,female,minority,0-9y,high school,working class,0.3913905444971415,True,before 2015,True,False,14000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,high school,middle class,0.4889530344800872,True,before 2015,False,False,18000.0,sedan,0,0,1,False
40-64,female,majority,20-29y,university,upper class,0.5962166787982206,True,after 2015,True,True,9000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,none,poverty,0.3288220420707868,True,before 2015,True,True,14000.0,sedan,1,0,1,False
16-25,male,majority,0-9y,none,poverty,0.34833133094379204,False,before 2015,False,False,13000.0,sedan,0,0,0,True
40-64,female,minority,20-29y,high school,middle class,0.5236585383213973,True,after 2015,True,True,10000.0,sedan,3,0,0,False
40-64,male,majority,20-29y,university,upper class,0.7326876616299971,True,after 2015,True,True,11000.0,sedan,8,1,2,False
26-39,male,majority,10-19y,high school,working class,0.43192928411686055,True,before 2015,False,False,14000.0,sedan,1,0,0,False
65+,female,minority,0-9y,high school,upper class,0.5944769038293404,False,after 2015,True,True,14000.0,sedan,0,0,0,False
16-25,female,minority,0-9y,high school,poverty,0.239237292465458,False,after 2015,False,False,15000.0,sedan,0,0,0,False
26-39,female,majority,0-9y,university,upper class,0.654758523557963,True,before 2015,False,True,11000.0,sedan,0,0,0,True
65+,male,majority,30y+,high school,upper class,0.5944585157381121,True,before 2015,True,False,14000.0,sedan,4,0,4,False
40-64,female,majority,20-29y,high school,upper class,0.545037688684192,True,before 2015,True,False,12000.0,sedan,1,2,1,False
16-25,male,majority,0-9y,high school,middle class,0.4243746466627321,True,before 2015,True,False,15000.0,sports car,0,0,0,True
16-25,male,majority,0-9y,high school,working class,0.2924216807627052,False,before 2015,False,False,12000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,high school,middle class,0.6000895688751031,True,before 2015,True,True,10000.0,sedan,2,0,1,False
16-25,male,majority,0-9y,high school,poverty,0.2795792338887905,True,before 2015,False,True,7000.0,sedan,0,0,0,True
26-39,female,minority,0-9y,none,working class,0.5900170607758642,False,before 2015,True,False,11697.003206900365,sedan,0,0,0,False
26-39,male,majority,0-9y,none,poverty,0.3618763212555671,False,before 2015,True,True,9000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,working class,0.5595152009839386,True,before 2015,True,True,10000.0,sedan,6,3,1,False
26-39,male,majority,10-19y,high school,middle class,0.2292753633984657,True,before 2015,True,True,8000.0,sedan,3,0,2,False
65+,male,majority,30y+,university,upper class,0.6360258083796877,False,before 2015,True,True,11000.0,sedan,8,1,9,False
26-39,female,majority,10-19y,university,middle class,0.4920460979337053,True,before 2015,True,True,12000.0,sedan,1,0,0,False
65+,female,majority,20-29y,university,upper class,0.6645208041519342,True,before 2015,True,True,10000.0,sedan,2,0,0,True
40-64,male,minority,20-29y,high school,upper class,0.5134071870775959,True,after 2015,True,True,10000.0,sedan,9,0,2,False
40-64,male,majority,20-29y,high school,upper class,0.4144222255873609,True,after 2015,True,True,14000.0,sedan,1,0,4,False
26-39,female,majority,10-19y,high school,poverty,0.3383206685980323,True,before 2015,False,True,15000.0,sedan,1,0,0,False
26-39,male,majority,10-19y,university,middle class,0.5838111791901199,True,before 2015,True,True,11000.0,sedan,0,1,0,False
26-39,female,majority,10-19y,high school,middle class,0.6050756232722501,True,before 2015,True,False,11697.003206900365,sedan,3,0,2,False
26-39,female,majority,10-19y,university,upper class,0.8110580664014475,True,after 2015,True,True,9000.0,sedan,4,0,0,False
26-39,female,majority,10-19y,none,working class,0.6165478094400887,False,after 2015,False,False,16000.0,sedan,2,1,0,False
26-39,male,majority,10-19y,none,working class,0.6939218716430463,False,before 2015,False,True,11000.0,sedan,2,0,0,True
16-25,male,majority,0-9y,university,poverty,0.3600840439351249,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
40-64,female,majority,20-29y,high school,upper class,0.6872984522417026,True,after 2015,True,True,12000.0,sedan,6,1,2,False
65+,female,majority,30y+,high school,upper class,0.5996956646686804,False,before 2015,False,True,13000.0,sedan,2,0,2,False
16-25,male,majority,0-9y,university,upper class,0.6932730562505753,True,before 2015,True,False,15000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,university,upper class,0.3308566737384718,True,after 2015,False,True,11697.003206900365,sedan,3,1,2,False
65+,female,majority,30y+,high school,middle class,0.5657720983137879,True,before 2015,True,True,10000.0,sedan,3,0,2,False
26-39,female,minority,0-9y,university,upper class,0.6573121349168785,False,after 2015,False,False,13000.0,sedan,0,0,0,False
26-39,female,majority,0-9y,university,working class,0.5238648570285495,True,after 2015,True,True,9000.0,sedan,0,0,0,False
40-64,male,minority,20-29y,none,middle class,0.3637436901420261,True,before 2015,True,True,11000.0,sedan,4,1,3,False
40-64,female,majority,20-29y,high school,upper class,0.7340414416940386,True,before 2015,True,True,11697.003206900365,sedan,2,0,1,False
16-25,male,minority,0-9y,high school,poverty,0.4861063085385872,True,before 2015,False,True,5000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,university,upper class,0.613826977680089,True,before 2015,False,True,9000.0,sedan,2,0,0,False
40-64,female,majority,20-29y,high school,poverty,0.4743964121917534,False,before 2015,True,False,13000.0,sedan,5,2,6,False
40-64,female,majority,10-19y,high school,middle class,0.4315068771925517,True,before 2015,True,True,15000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,high school,working class,0.5746291487013679,True,after 2015,True,False,14000.0,sedan,0,0,1,False
40-64,female,majority,0-9y,university,middle class,0.6069088408199534,True,before 2015,True,True,10000.0,sedan,0,0,0,False
26-39,male,majority,0-9y,high school,upper class,0.6597415729056748,True,after 2015,False,True,13000.0,sedan,0,0,0,False
16-25,female,majority,0-9y,high school,working class,0.5468524546537378,False,after 2015,False,False,15000.0,sedan,0,0,0,True
26-39,female,minority,0-9y,high school,upper class,0.6331577699602148,True,before 2015,True,True,3000.0,sedan,0,0,0,True
65+,male,majority,20-29y,high school,middle class,0.6404256230186519,True,after 2015,True,True,10000.0,sedan,1,0,4,False
40-64,female,majority,20-29y,none,middle class,0.4712685598165698,True,before 2015,True,True,7000.0,sedan,4,0,0,False
